trip_id,customer_id,driver_id,vehicle_id,origin_location_id,destination_location_id,time_id,duration_minutes,distance_km
695,966,100,251,6,2,95,26,9.77
696,153,219,106,32,13,342,7,7.3
697,911,247,218,41,37,274,28,4.3
698,269,157,272,48,15,220,19,2.38
699,31,74,15,28,31,154,28,4.25
700,64,171,220,8,45,258,21,8.63
701,343,131,52,2,8,22,23,2.75
702,108,276,9,44,35,310,7,7.04
703,228,61,165,3,33,293,5,7.05
704,292,199,210,42,11,75,17,1.17
705,809,204,118,12,38,245,17,2.98
706,54,87,23,43,24,163,28,9.8
707,402,194,218,20,40,288,21,2.08
708,519,124,64,20,13,226,8,8.34
709,188,234,256,18,16,2,10,9.26
710,206,292,271,13,42,99,7,4.74
711,272,149,209,2,4,72,20,7.29
712,782,113,249,7,14,191,17,3.13
713,398,98,180,36,30,324,16,1.13
714,378,160,223,9,23,131,5,2.75
715,96,80,188,15,47,139,10,5.16
716,922,215,263,18,41,117,8,4.88
717,579,258,225,33,46,365,26,5.76
718,972,89,274,18,17,99,16,8.04
719,888,157,206,2,13,213,12,9.45
720,278,229,84,3,11,113,24,7.56
721,832,28,148,42,2,128,13,8.38
722,630,36,209,44,37,226,30,3.65
723,79,135,183,21,24,155,14,6.09
724,101,112,189,17,31,302,13,5.17
725,378,263,54,35,1,155,12,2.77
726,75,252,179,21,31,288,9,8.6
727,362,297,289,42,20,127,17,7.04
728,80,293,269,12,21,256,17,4.07
729,293,271,153,9,41,192,16,1.31
730,476,260,52,23,49,284,14,7.46
731,719,31,244,30,13,248,5,7.54
732,646,208,173,20,43,218,19,9.04
733,734,63,109,22,26,253,6,2.85
734,61,222,264,1,2,157,10,2.94
735,109,134,132,15,2,15,7,1.26
736,189,115,223,13,16,323,18,7.25
737,98,10,64,30,7,169,16,9.12
738,693,241,75,47,19,196,17,9.56
739,895,62,131,49,11,118,5,2.68
740,740,19,90,18,30,247,22,8.65
741,977,28,288,48,25,55,6,5.54
742,432,30,93,6,18,89,6,9.13
743,541,112,35,27,11,22,21,4.49
744,720,183,33,20,47,283,26,1.64
745,111,11,79,7,25,358,26,1.34
746,905,286,20,47,50,54,6,7.67
747,796,70,89,40,29,257,23,9.34
748,303,255,176,40,46,229,19,1.98
749,226,7,239,10,48,280,22,5.42
750,301,47,162,45,11,180,28,6.52
751,484,35,197,1,10,79,26,5.64
752,143,82,295,30,31,17,17,3.64
753,525,189,68,43,3,117,11,2.32
754,242,170,41,19,49,348,8,2.65
755,862,162,65,5,4,167,29,2.23
756,97,291,217,38,46,121,8,7.25
757,139,99,258,40,15,1,27,7.47
758,228,234,253,35,28,106,30,2.01
759,212,100,149,21,41,322,25,7.22
760,710,289,91,43,35,178,22,2.36
761,981,147,255,50,21,134,12,8.17
762,913,225,220,39,41,316,11,8.52
763,687,279,116,29,40,233,21,1.24
764,690,74,182,3,25,82,9,3.55
765,519,247,155,20,36,97,20,9.69
766,669,129,194,24,19,206,9,5.22
767,360,58,248,38,25,288,24,2.47
768,259,166,243,16,34,352,11,6.57
769,422,288,123,30,46,35,8,9.67
770,874,211,210,30,14,22,29,2.77
771,494,41,30,33,47,19,20,6.02
772,805,122,143,49,47,204,18,2.88
773,84,176,256,39,5,319,16,3.8
774,618,287,238,46,33,47,24,6.65
775,649,85,227,31,35,214,12,3.66
776,165,52,60,49,18,282,27,6.75
777,842,167,180,40,18,98,25,4.17
778,479,52,130,34,19,44,6,6.99
779,624,166,248,18,34,193,6,5.04
780,481,249,259,31,19,51,13,9.62
781,271,63,147,2,49,240,11,2.01
782,243,194,190,49,40,121,26,8.97
783,495,183,67,9,14,73,17,8.09
784,462,146,23,24,28,44,10,7.07
785,815,248,95,34,31,54,11,3.71
786,73,200,104,15,12,151,6,2.24
787,380,145,60,16,18,247,6,4.78
788,383,50,222,15,10,192,29,2.18
789,951,77,259,39,27,328,21,9.81
790,734,134,92,9,43,226,11,5.49
791,218,284,43,33,50,211,22,6.41
792,459,193,230,27,47,68,29,4.49
793,524,176,207,26,14,222,21,4.97
794,199,166,193,31,9,252,7,7.25
795,215,285,188,21,30,201,26,1.76
796,466,176,4,24,28,322,9,2.16
797,462,151,286,5,47,281,6,1.31
798,591,239,166,50,44,188,12,7.96
799,634,109,195,37,40,192,23,6.43
800,745,146,56,27,12,296,7,1.99
801,219,147,66,17,40,22,8,9.47
802,692,91,99,23,14,328,28,9.71
803,730,78,30,48,16,35,17,6.34
804,207,250,182,48,3,345,27,7.3
805,540,22,281,30,5,202,28,1.95
806,666,33,144,3,33,51,10,3.67
807,19,98,29,33,38,132,6,8.16
808,926,103,228,25,13,68,9,1.01
809,663,258,16,6,19,167,21,8.77
810,78,82,276,20,14,284,16,5.26
811,532,56,205,26,20,72,20,9.1
812,822,156,238,38,21,321,29,6.56
813,658,3,110,8,18,354,9,7.53
814,627,182,144,13,31,148,9,8.09
815,436,62,128,16,43,220,18,8.31
816,326,217,235,46,45,26,30,1.87
817,344,40,25,29,26,164,18,8.88
818,740,255,223,42,33,25,22,7.52
819,761,95,127,26,10,186,7,5.65
820,319,166,241,13,41,72,30,8.19
821,621,81,138,45,3,173,25,4.31
822,748,246,30,45,13,1,15,2.14
823,301,63,21,19,39,300,27,8.81
824,601,83,91,41,20,252,19,9.02
825,800,131,185,42,44,337,11,6.04
826,582,200,237,44,17,56,10,2.72
827,826,16,212,23,3,141,21,4.96
828,249,102,279,26,32,294,22,4.45
829,1,46,58,43,22,174,27,2.07
830,171,110,170,27,36,196,26,7.72
831,864,99,197,45,49,313,20,5.19
832,61,185,205,33,18,37,30,9.41
833,426,238,160,36,45,191,22,6.06
834,850,148,127,18,47,8,8,5.02
835,749,286,196,13,45,71,19,7.22
836,508,13,82,26,3,315,24,6.25
837,905,276,146,26,9,173,10,8.45
838,781,2,32,18,35,50,27,2.98
839,613,83,171,29,8,85,29,1.9
840,238,259,43,35,5,201,6,7.27
841,144,288,161,50,23,248,29,9.34
842,349,250,173,47,46,358,6,5.15
843,828,1,111,43,20,165,23,8.73
844,710,33,269,13,14,96,13,6.94
845,538,35,276,16,29,342,24,2.04
846,591,231,11,36,33,161,28,1.33
847,683,69,109,23,11,227,10,6.43
848,87,73,8,28,23,50,7,2.53
849,542,215,58,34,20,98,10,5.65
850,59,38,142,38,13,5,18,9.55
851,640,64,178,17,10,213,13,5.18
852,985,56,135,32,36,244,12,6.08
853,579,297,1,41,8,163,22,1.08
854,186,178,126,28,43,319,30,5.14
855,745,102,222,27,15,138,11,9.83
856,377,156,184,29,50,114,10,2.61
857,363,198,235,31,42,41,12,4.71
858,754,26,207,35,30,164,8,8.43
859,206,16,78,2,4,298,29,3.11
860,470,230,19,22,48,200,12,6.72
861,730,203,238,27,39,349,9,7.9
862,750,195,10,11,43,6,27,3.4
863,723,220,243,19,20,363,16,6.07
864,322,173,165,25,19,187,16,2.53
865,67,96,146,13,32,343,15,4.4
866,781,70,59,16,18,255,22,9.42
867,376,1,120,41,4,1,23,8.32
868,288,165,8,24,43,155,27,6.97
869,65,70,269,19,31,347,23,3.39
870,61,121,197,38,16,249,7,1.93
871,608,156,99,37,25,255,5,7.23
872,188,78,215,45,41,344,24,1.48
873,264,200,290,6,7,211,28,7.35
874,213,29,219,28,44,88,15,8.57
875,914,125,21,1,5,108,13,1.19
876,985,89,224,31,24,298,21,1.87
877,971,212,229,2,48,345,20,3.68
878,43,147,52,20,12,117,29,5.49
879,645,295,89,23,27,139,10,4.43
880,621,121,103,16,48,247,6,3.13
881,802,190,104,49,29,348,15,3.66
882,666,97,199,29,4,268,27,4.89
883,342,230,160,15,18,233,24,7.12
884,122,292,99,16,7,261,26,3.11
885,667,244,80,27,19,108,19,1.58
886,577,32,1,46,25,15,15,9.1
887,575,195,8,11,27,315,29,4.2
888,601,274,294,10,36,260,12,8.71
889,929,61,290,1,13,331,6,5.68
890,837,45,147,18,41,79,25,2.47
891,375,92,204,2,3,335,27,5.59
892,403,63,190,6,15,51,27,3.51
893,765,272,178,30,44,33,30,4.73
894,365,243,286,46,11,35,11,8.09
895,654,31,27,20,34,264,22,3.11
896,108,262,91,26,32,184,25,5.58
897,666,246,8,2,40,252,19,3.98
898,852,110,152,30,16,354,16,3.45
899,577,170,110,6,2,252,28,3.85
900,659,134,65,11,17,133,24,7.39
901,589,166,272,50,48,18,18,2.55
902,502,170,161,10,49,194,26,2.48
903,504,129,18,40,37,44,25,2.01
904,12,210,72,6,48,249,11,5.78
905,883,128,189,46,13,162,12,7.61
906,331,238,85,20,5,123,7,5.11
907,891,188,6,31,44,203,9,5.26
908,935,111,126,22,28,235,7,1.23
909,359,154,120,13,42,231,17,8.2
910,584,160,125,22,8,140,20,1.12
911,37,57,283,20,23,263,21,7.6
912,691,179,233,41,31,178,25,9.39
913,106,47,291,27,8,261,8,1.95
914,12,299,68,22,16,89,12,7.3
915,681,99,156,7,13,353,8,8.0
916,796,266,122,48,44,4,21,2.49
917,518,292,232,47,19,357,23,2.39
918,852,40,165,11,41,333,27,8.59
919,821,25,60,21,40,129,20,6.67
920,576,139,135,12,39,342,9,3.37
921,244,80,150,38,45,96,24,1.45
922,576,41,220,14,12,151,30,2.18
923,610,55,142,15,37,34,23,2.95
924,905,40,53,48,26,354,9,2.07
925,982,55,192,9,22,220,30,5.14
926,832,230,51,4,37,279,5,2.92
927,107,57,85,10,36,299,7,2.94
928,420,45,67,31,1,318,16,5.96
929,185,272,31,44,9,85,27,5.38
930,94,124,158,1,48,276,7,3.68
931,995,170,263,15,3,313,9,8.53
932,326,284,184,20,30,213,6,9.01
933,558,267,111,24,21,285,6,1.34
934,357,35,41,42,3,310,12,4.81
935,743,296,5,5,7,8,13,4.57
936,443,90,193,11,10,351,19,3.88
937,789,269,62,5,9,134,9,6.14
938,181,1,145,44,29,319,19,1.62
939,669,201,165,25,7,28,10,5.56
940,618,57,110,31,21,327,8,3.73
941,258,295,271,11,26,277,9,9.63
942,240,269,138,45,30,41,7,7.32
943,952,8,146,30,43,261,16,1.26
944,254,278,123,23,18,286,22,6.67
945,434,275,83,34,3,353,14,8.34
946,743,175,133,49,23,44,13,3.46
947,964,224,266,13,20,177,18,2.03
948,68,164,275,6,45,211,14,6.66
949,694,86,138,49,39,1,21,6.48
950,706,52,263,16,14,318,12,4.28
951,468,289,133,6,15,38,14,4.49
952,822,295,57,4,2,358,22,9.44
953,461,195,153,8,32,178,16,2.73
954,139,142,77,10,22,166,22,8.37
955,439,292,257,44,21,4,29,9.14
956,833,255,194,45,23,200,16,6.07
957,981,182,87,31,32,307,26,2.05
958,832,253,22,20,35,264,30,3.3
959,453,190,181,31,17,292,18,4.0
960,224,25,229,41,4,109,22,2.55
961,997,224,75,34,5,147,14,1.93
962,431,145,194,41,48,270,19,6.55
963,733,289,82,41,1,239,21,4.12
964,403,7,288,35,26,56,9,8.99
965,789,144,221,49,8,82,28,8.88
966,734,15,284,43,16,188,6,8.62
967,286,245,73,5,34,260,22,5.5
968,249,191,201,43,40,254,12,3.43
969,88,272,23,50,42,112,5,5.8
970,943,47,273,32,35,261,9,7.9
971,487,194,249,39,36,9,11,8.9
972,671,202,230,50,14,221,17,9.89
973,880,120,65,23,25,80,25,3.59
974,289,254,16,18,41,329,13,5.61
975,421,87,203,35,21,316,20,9.5
976,507,30,3,33,9,315,5,8.32
977,922,165,14,1,28,94,5,7.7
978,772,101,262,25,9,243,25,6.69
979,864,269,240,23,20,164,13,7.99
980,566,205,253,22,1,268,21,2.87
981,780,18,273,12,45,356,20,6.54
982,48,86,263,35,4,80,10,7.78
983,98,18,236,28,4,110,11,5.41
984,812,199,200,46,34,306,29,4.1
985,670,91,29,49,33,204,17,6.46
986,122,275,166,14,1,257,13,5.5
987,413,40,194,1,3,360,11,4.46
988,196,116,13,38,34,96,28,8.1
989,408,38,289,25,32,5,11,5.27
990,413,119,185,3,9,287,30,5.09
991,187,56,27,19,41,311,24,4.95
992,692,57,270,10,47,340,22,6.4
993,750,172,76,10,14,21,7,8.29
994,414,200,208,41,47,342,7,5.11
995,862,147,156,23,48,194,15,9.18
996,785,55,88,23,17,339,21,4.95
997,113,294,212,20,50,328,11,7.23
998,974,26,2,27,15,157,26,4.29
999,402,296,246,7,42,324,11,5.15
1000,599,196,137,42,46,273,8,1.63
1001,682,95,55,16,21,57,12,9.37
1002,111,174,124,39,42,226,13,4.51
1003,630,28,74,15,28,52,15,7.31
1004,438,4,291,44,33,65,6,2.07
1005,325,247,87,20,1,289,29,8.54
1006,811,36,132,5,42,225,9,5.41
1007,271,51,142,39,46,187,26,5.8
1008,190,179,42,21,39,194,19,1.65
1009,763,40,128,39,3,252,29,6.57
1010,892,105,264,12,14,259,8,4.8
1011,802,297,129,17,18,33,7,3.41
1012,613,206,142,42,35,354,16,7.08
1013,190,144,159,17,4,239,28,8.82
1014,820,198,208,32,46,240,5,4.18
1015,914,217,112,48,41,104,15,6.07
1016,722,94,117,3,12,209,5,4.8
1017,170,237,28,25,50,65,10,5.54
1018,377,265,154,7,34,137,18,1.09
1019,758,140,153,5,42,143,15,5.98
1020,389,14,186,32,23,123,7,4.87
1021,702,201,7,42,36,21,14,5.23
1022,268,48,49,25,15,158,5,4.76
1023,120,175,48,14,21,65,21,2.01
1024,251,201,261,36,19,214,14,8.99
1025,343,81,18,20,49,167,28,8.04
1026,562,224,167,20,38,84,17,6.09
1027,292,17,114,21,39,351,16,5.08
1028,510,115,108,36,6,302,26,2.17
1029,453,86,279,6,31,9,6,4.13
1030,6,70,119,24,36,238,13,7.83
1031,900,234,148,25,46,227,18,2.64
1032,306,249,289,18,17,326,22,1.18
1033,713,49,48,19,13,299,14,5.48
1034,337,299,205,22,6,307,22,2.19
1035,327,232,84,44,36,1,13,3.92
1036,463,199,144,28,2,92,22,9.36
1037,911,139,249,44,39,158,19,4.69
1038,422,24,74,17,32,72,20,2.67
1039,570,164,149,6,17,50,18,9.31
1040,472,119,25,32,50,290,21,4.78
1041,58,2,276,26,19,190,11,1.83
1042,577,35,271,46,27,168,27,9.96
1043,182,187,236,39,49,77,24,9.13
1044,32,230,38,37,16,221,13,8.83
1045,24,144,245,35,33,317,29,1.64
1046,35,47,180,35,49,220,11,6.12
1047,90,9,294,13,15,176,26,7.76
1048,158,278,279,30,40,124,9,2.1
1049,17,39,25,7,29,68,23,7.74
1050,803,75,45,36,1,44,17,6.11
1051,419,275,172,36,47,72,29,6.84
1052,178,185,74,4,18,34,23,5.13
1053,658,19,73,41,37,268,7,8.82
1054,361,168,105,35,38,297,20,4.0
1055,863,81,300,34,8,129,15,6.88
1056,486,204,181,24,3,100,8,9.34
1057,706,134,206,35,39,300,11,2.03
1058,204,142,226,48,14,82,9,2.56
1059,906,9,259,45,7,97,6,4.4
1060,393,80,257,36,27,48,29,9.26
1061,712,208,113,29,27,199,5,9.66
1062,22,23,229,31,35,77,12,2.67
1063,668,194,197,26,3,145,9,2.05
1064,460,289,125,32,41,17,22,6.15
1065,368,142,81,10,17,347,22,1.81
1066,427,277,135,38,1,284,18,8.99
1067,181,38,53,39,41,101,11,8.5
1068,150,45,300,25,36,125,9,9.56
1069,829,271,184,13,18,160,15,8.0
1070,548,270,33,22,46,37,19,7.35
1071,866,194,291,5,23,68,19,9.13
1072,833,28,279,2,12,23,28,4.83
1073,544,195,29,24,22,40,8,2.16
1074,203,112,176,32,6,77,17,2.33
1075,736,125,58,11,42,322,16,8.2
1076,339,102,126,1,8,344,25,8.2
1077,341,129,283,39,8,4,21,9.35
1078,259,204,231,35,34,183,5,9.44
1079,956,14,158,41,40,146,20,8.75
1080,844,262,174,1,30,66,26,3.87
1081,485,190,67,14,4,231,23,4.07
1082,883,122,156,22,15,296,20,3.51
1083,987,83,8,46,22,255,20,3.01
1084,617,27,172,8,46,171,30,8.75
1085,725,264,150,15,47,19,22,9.65
1086,892,193,24,17,46,12,20,1.47
1087,863,163,267,29,9,354,24,5.45
1088,800,36,88,40,32,301,30,7.45
1089,169,108,183,13,15,230,26,9.91
1090,811,27,55,19,17,324,28,6.44
1091,855,108,141,37,10,122,6,9.73
1092,960,191,266,4,1,231,12,9.66
1093,650,228,38,47,7,30,21,3.92
1094,325,184,204,4,33,334,11,8.87
1095,525,157,96,35,22,325,16,4.4
1096,295,153,212,43,36,277,30,9.88
1097,816,212,151,18,36,129,6,5.07
1098,889,235,198,1,28,144,20,3.39
1099,610,89,188,4,44,283,21,3.75
1100,531,134,45,26,25,289,5,7.69
1101,658,121,113,18,14,318,29,7.91
1102,137,51,79,36,29,159,16,1.82
1103,67,4,253,45,27,81,16,9.89
1104,996,170,97,42,26,128,7,4.66
1105,459,158,228,3,10,153,16,8.66
1106,65,45,265,1,42,242,27,9.93
1107,730,230,46,19,16,344,7,1.17
1108,231,147,113,15,5,163,27,5.81
1109,257,17,200,42,2,118,20,4.43
1110,348,177,15,27,17,300,10,6.56
1111,887,144,286,5,2,82,27,3.11
1112,182,299,139,12,37,323,21,3.04
1113,202,187,258,11,30,187,22,7.23
1114,66,273,263,6,37,104,21,2.77
1115,183,4,1,31,20,127,8,3.71
1116,969,127,43,33,1,282,29,8.82
1117,398,105,124,5,47,358,5,6.64
1118,782,230,79,48,16,329,7,2.37
1119,737,56,19,18,19,355,25,8.15
1120,995,296,198,36,47,284,30,3.58
1121,279,74,128,19,37,103,23,3.62
1122,688,252,230,50,24,158,29,1.43
1123,996,251,11,32,20,97,15,8.33
1124,475,102,119,46,45,347,17,3.38
1125,922,294,136,10,6,332,10,6.03
1126,121,154,66,34,18,243,6,8.12
1127,516,240,234,31,28,41,13,6.89
1128,987,101,155,4,31,1,7,5.32
1129,271,88,187,29,19,361,11,8.77
1130,251,72,189,43,28,221,17,8.08
1131,357,295,175,5,35,54,13,4.23
1132,620,52,209,8,1,153,8,7.53
1133,90,231,161,50,12,299,26,4.12
1134,453,189,204,42,40,296,16,7.42
1135,799,152,58,9,7,95,7,4.86
1136,622,81,60,5,30,146,22,8.86
1137,506,161,12,17,15,316,27,1.44
1138,122,55,95,23,18,244,15,8.03
1139,908,295,36,1,24,44,26,2.71
1140,293,36,54,41,24,203,24,7.18
1141,463,223,182,6,23,223,8,9.55
1142,295,68,73,6,43,17,16,9.72
1143,373,133,270,18,11,144,25,4.67
1144,340,54,70,46,26,284,11,3.06
1145,781,109,77,34,18,290,26,2.84
1146,125,58,79,33,48,357,13,2.74
1147,109,91,136,50,45,236,24,2.29
1148,510,126,298,44,13,73,25,6.65
1149,514,57,28,50,1,43,17,6.07
1150,661,27,215,30,16,259,17,7.53
1151,881,47,217,21,43,53,9,8.74
1152,662,272,150,11,5,52,12,8.41
1153,337,39,242,16,27,107,18,1.8
1154,541,266,196,43,2,7,15,9.88
1155,798,141,277,19,27,12,12,7.48
1156,694,245,229,41,10,19,18,8.58
1157,355,217,141,8,13,33,20,9.95
1158,105,282,145,20,18,320,27,1.98
1159,225,292,165,40,41,301,23,8.45
1160,261,56,200,19,40,38,11,2.24
1161,160,110,134,20,33,325,17,8.6
1162,766,192,286,26,9,254,25,4.55
1163,745,104,257,26,14,46,12,4.13
1164,876,280,149,21,32,189,9,5.06
1165,107,176,142,16,13,128,14,5.75
1166,123,89,245,9,45,155,15,5.22
1167,489,163,218,15,21,283,22,8.56
1168,327,32,22,31,10,152,7,7.51
1169,614,85,247,37,21,144,12,4.89
1170,734,192,224,14,26,246,24,1.59
1171,684,202,24,13,28,142,9,9.07
1172,518,60,285,16,44,127,9,8.42
1173,32,292,85,21,16,147,27,7.61
1174,700,26,57,23,12,239,9,9.6
1175,590,169,283,11,40,198,15,7.92
1176,48,227,48,22,43,46,20,1.07
1177,193,142,5,48,34,241,18,6.66
1178,688,140,13,6,25,94,28,2.78
1179,985,148,191,18,36,22,13,3.27
1180,750,209,67,27,31,301,10,7.16
1181,443,137,18,34,9,256,11,2.85
1182,238,182,226,40,29,75,15,6.99
1183,636,267,17,41,40,25,6,5.76
1184,595,128,192,49,12,184,11,9.15
1185,622,139,158,50,36,164,14,6.38
1186,458,269,4,28,23,223,16,4.69
1187,895,170,85,20,23,20,14,4.16
1188,58,114,264,42,45,50,13,7.04
1189,270,235,286,9,33,76,27,5.71
1190,526,253,11,41,12,134,30,3.18
1191,940,124,53,49,1,255,23,9.78
1192,435,15,216,43,1,338,23,7.52
1193,755,214,236,13,41,48,26,1.89
1194,127,297,300,46,42,183,15,1.42
1195,207,175,217,12,19,218,18,4.85
1196,186,10,67,34,30,263,20,6.44
1197,936,114,62,2,46,279,15,8.86
1198,77,76,143,39,17,65,13,5.62
1199,541,288,156,45,28,327,7,4.17
1200,558,84,272,32,28,271,29,1.27
1201,301,72,114,46,23,135,11,2.77
1202,754,191,179,14,44,164,10,4.24
1203,655,188,249,42,7,109,17,8.44
1204,876,33,68,24,5,147,29,8.21
1205,908,9,52,35,30,185,16,9.67
1206,611,250,182,41,15,3,12,6.91
1207,52,275,126,31,26,320,7,8.21
1208,795,85,122,35,50,253,30,5.55
1209,781,18,17,45,25,263,22,3.74
1210,32,58,276,21,15,153,14,4.46
1211,924,220,64,28,6,43,7,8.32
1212,626,162,144,28,34,103,30,6.53
1213,558,196,209,22,9,64,28,4.31
1214,115,130,136,34,18,73,6,9.42
1215,233,99,81,14,41,283,28,4.23
1216,524,123,38,14,46,149,14,3.32
1217,692,176,211,43,19,319,18,9.66
1218,654,51,172,20,18,358,30,7.2
1219,170,249,231,20,13,47,14,2.73
1220,1000,14,106,2,20,273,23,4.31
1221,676,281,228,48,28,46,10,1.34
1222,896,41,65,9,28,325,16,9.23
1223,173,15,102,6,42,195,5,4.43
1224,727,276,281,46,20,261,17,6.51
1225,121,270,226,15,44,158,20,1.38
1226,498,242,164,43,29,318,13,4.37
1227,362,155,112,26,1,292,20,4.08
1228,835,221,234,26,7,132,16,5.7
1229,347,159,74,43,3,349,9,4.23
1230,79,277,174,4,45,158,19,7.42
1231,325,282,27,24,37,218,24,6.98
1232,479,28,124,22,9,303,5,4.26
1233,759,217,64,15,17,289,21,5.96
1234,797,19,123,33,40,354,8,7.7
1235,905,134,28,40,44,31,21,8.35
1236,220,242,244,18,5,209,6,2.15
1237,52,116,236,25,44,240,22,3.05
1238,498,4,186,41,50,269,30,3.86
1239,628,18,275,16,3,186,5,6.9
1240,385,114,51,14,40,86,26,5.18
1241,685,42,38,38,44,272,27,6.99
1242,666,25,54,29,18,172,9,7.65
1243,530,70,7,19,14,55,25,7.72
1244,660,279,163,25,44,319,20,2.27
1245,115,41,114,7,33,138,5,2.84
1246,439,284,91,37,19,305,26,3.06
1247,374,38,112,43,35,231,27,7.95
1248,166,111,19,16,28,96,6,5.31
1249,721,261,174,16,25,13,12,7.26
1250,649,149,258,1,36,11,5,1.18
1251,9,204,255,21,24,274,20,4.16
1252,518,61,280,25,15,237,8,8.12
1253,400,10,180,17,31,105,6,4.75
1254,872,9,267,36,48,191,7,8.54
1255,895,214,34,6,48,5,15,3.33
1256,778,46,46,3,8,153,29,5.5
1257,238,298,269,9,13,14,18,9.65
1258,835,33,74,16,31,265,20,3.86
1259,899,233,15,23,20,75,6,4.83
1260,385,35,254,15,23,269,13,5.46
1261,833,162,66,7,44,278,6,6.26
1262,776,15,272,41,13,68,11,6.2
1263,104,241,176,47,9,299,7,3.09
1264,893,57,110,9,28,231,7,8.19
1265,960,258,210,11,43,161,8,8.63
1266,343,49,147,16,27,111,16,2.16
1267,694,227,259,37,7,325,13,3.2
1268,150,47,52,48,44,200,13,5.08
1269,970,14,193,7,41,44,17,1.63
1270,657,11,38,19,42,289,8,7.8
1271,849,92,266,29,11,308,9,7.78
1272,968,6,141,33,41,89,15,9.84
1273,555,140,259,12,26,148,6,5.77
1274,296,195,194,38,17,271,18,1.43
1275,244,68,145,21,26,191,27,2.97
1276,879,49,74,38,47,165,18,9.18
1277,891,231,86,6,18,362,11,3.69
1278,33,132,293,25,27,39,6,3.45
1279,907,24,232,35,25,272,28,2.58
1280,335,254,242,25,46,263,20,1.48
1281,357,22,36,28,16,256,20,8.27
1282,518,281,292,32,8,221,14,2.22
1283,413,279,275,35,20,340,7,5.61
1284,28,132,259,26,15,30,18,4.83
1285,666,33,214,30,16,174,6,2.41
1286,304,14,41,13,39,254,17,8.61
1287,145,91,11,40,28,6,17,7.35
1288,380,132,38,32,11,222,24,7.21
1289,210,81,164,24,20,290,21,2.93
1290,130,48,167,42,43,333,27,9.17
1291,924,124,227,27,36,204,11,2.6
1292,743,293,260,26,44,191,19,5.08
1293,311,127,168,37,2,20,10,8.94
1294,744,60,152,19,43,117,8,9.46
1295,851,61,18,32,45,239,7,3.26
1296,540,9,172,31,34,276,20,1.17
1297,597,178,189,11,44,62,30,5.73
1298,126,218,264,35,17,66,16,3.44
1299,776,296,271,42,27,126,27,2.77
1300,630,108,261,49,3,45,23,2.95
1301,123,80,182,35,8,323,28,9.02
1302,712,152,144,43,14,146,20,9.95
1303,253,231,147,31,4,326,14,5.58
1304,13,154,267,26,6,274,10,6.96
1305,451,222,195,32,23,180,6,1.69
1306,662,69,158,27,35,244,6,9.73
1307,661,272,113,26,14,55,12,5.65
1308,807,104,278,3,9,96,25,9.53
1309,650,185,14,45,42,161,29,8.1
1310,380,41,262,24,49,84,22,5.8
1311,806,5,100,37,39,250,5,8.95
1312,12,284,15,14,16,99,8,5.28
1313,550,195,297,21,47,268,30,1.57
1314,993,1,95,2,30,292,15,9.01
1315,700,166,194,28,17,178,29,6.16
1316,180,131,45,4,2,323,15,2.01
1317,677,122,233,19,29,244,18,2.03
1318,481,120,133,18,33,235,19,4.3
1319,825,282,250,39,4,301,9,3.61
1320,989,298,200,49,22,125,21,8.59
1321,739,283,244,20,16,12,12,8.86
1322,784,12,168,48,29,62,17,2.68
1323,405,27,66,14,2,28,12,5.53
1324,90,78,187,5,37,276,6,5.56
1325,383,43,293,29,25,274,19,8.56
1326,195,283,230,14,4,105,8,3.01
1327,543,190,220,16,19,291,29,3.76
1328,320,170,42,11,5,328,6,9.59
1329,312,142,124,46,17,248,20,3.46
1330,298,117,192,10,30,323,11,6.32
1331,811,199,43,7,45,260,14,9.49
1332,623,207,161,19,2,289,18,2.52
1333,808,271,89,12,8,149,25,1.56
1334,570,37,84,46,39,298,25,5.64
1335,137,244,62,39,49,16,10,8.67
1336,77,180,69,43,9,107,24,2.37
1337,784,236,25,30,38,126,15,1.4
1338,642,118,23,29,28,116,11,6.17
1339,3,127,102,47,50,99,14,6.24
1340,865,22,256,19,22,245,7,1.58
1341,276,77,105,36,9,272,17,6.6
1342,131,22,22,27,43,133,16,6.33
1343,949,183,155,20,26,86,10,7.69
1344,618,163,19,44,23,334,25,2.28
1345,559,292,141,38,10,284,5,8.97
1346,590,124,222,25,12,38,18,5.75
1347,468,292,84,4,39,162,18,5.93
1348,439,182,242,5,35,260,7,3.11
1349,274,95,286,13,45,79,10,5.01
1350,943,245,278,28,5,247,22,2.12
1351,212,147,161,42,34,192,18,6.16
1352,429,119,19,26,2,253,13,7.54
1353,334,18,153,46,33,84,27,1.95
1354,455,176,203,15,16,272,21,3.12
1355,113,168,270,31,17,117,19,8.98
1356,585,152,300,40,48,161,17,4.75
1357,487,68,15,39,14,166,29,8.62
1358,252,154,289,31,40,128,16,2.75
1359,79,125,92,28,44,321,17,5.6
1360,281,237,128,49,18,198,27,1.92
1361,775,273,238,2,3,125,26,2.79
1362,797,75,114,46,48,69,29,8.27
1363,272,208,88,6,22,316,8,6.03
1364,557,276,149,26,17,35,27,3.96
1365,516,205,222,25,30,240,12,4.9
1366,592,60,36,18,40,17,17,6.75
1367,307,178,221,42,29,114,25,8.8
1368,7,97,295,33,5,45,19,5.08
1369,448,25,145,20,6,172,8,6.92
1370,61,83,251,34,43,299,21,1.91
1371,997,280,231,25,35,2,22,9.0
1372,780,89,201,26,16,306,14,3.51
