transaction_id,customer_id,payment_method,amount,promo_id,time_id
734,517,E-Wallet,47832.77,,72
735,427,E-Wallet,16659.64,,316
736,637,Credit Card,10075.14,P01,228
737,544,E-Wallet,11550.39,P01,46
738,531,Credit Card,10156.23,,350
739,476,E-Wallet,13057.41,,211
740,962,Credit Card,27868.05,P02,341
741,64,E-Wallet,32830.04,,22
742,191,Credit Card,32008.43,P01,99
743,439,Cash,31039.79,,139
744,366,Cash,23638.64,P01,188
745,858,Credit Card,23454.67,P02,187
746,65,E-Wallet,38252.72,P01,289
747,618,E-Wallet,46693.91,P01,32
748,247,E-Wallet,7951.96,P02,38
749,335,Credit Card,43674.59,,294
750,846,E-Wallet,47383.7,P01,304
751,773,E-Wallet,33413.16,,297
752,500,Credit Card,30742.94,P01,361
753,639,Cash,19251.84,,43
754,731,Credit Card,45737.76,,76
755,698,Credit Card,39997.35,P01,38
756,634,E-Wallet,25092.23,P02,193
757,611,Cash,37031.55,P02,15
758,896,E-Wallet,42956.83,P01,289
759,29,E-Wallet,49088.11,,49
760,161,E-Wallet,34326.57,,56
761,329,Credit Card,40267.54,P02,63
762,725,E-Wallet,10036.93,P02,135
763,914,Cash,10635.82,,285
764,271,E-Wallet,14961.36,P01,133
765,119,E-Wallet,38760.01,,203
766,108,Credit Card,6858.42,P01,117
767,550,Credit Card,5725.52,,307
768,279,E-Wallet,12194.08,,236
769,40,E-Wallet,39694.76,P01,133
770,768,E-Wallet,8111.38,P02,268
771,789,E-Wallet,30926.97,P02,5
772,43,Cash,11678.67,P02,116
773,134,E-Wallet,11940.68,P01,93
774,82,E-Wallet,22228.98,P01,87
775,40,Cash,13600.56,P02,306
776,508,E-Wallet,8834.28,,354
777,511,Cash,13138.4,,365
778,504,E-Wallet,30790.66,P01,2
779,625,Cash,44652.79,P02,206
780,967,Cash,35479.83,,131
781,807,Credit Card,28150.96,,347
782,242,E-Wallet,13768.64,,116
783,275,Credit Card,36559.97,P01,29
784,584,Cash,15867.09,P01,152
785,848,Credit Card,5854.07,P02,46
786,811,Credit Card,39751.18,P01,284
787,987,Credit Card,43521.92,,33
788,982,E-Wallet,18763.0,P01,152
789,876,Cash,40735.51,,232
790,571,Credit Card,43255.88,P02,9
791,765,E-Wallet,27968.71,P02,337
792,11,Cash,35177.65,P01,320
793,234,Cash,8580.12,P02,206
794,429,E-Wallet,28265.33,,87
795,103,Cash,5148.19,P01,8
796,793,Cash,7915.56,P01,182
797,123,Cash,12916.04,,143
798,942,Cash,29905.12,,112
799,913,Credit Card,38258.44,P02,55
800,647,Cash,12281.83,P02,252
801,382,Cash,34316.35,,158
802,942,Credit Card,29008.48,P01,168
803,408,Cash,42162.71,P01,165
804,311,E-Wallet,18931.71,P02,132
805,667,Cash,43996.66,P02,266
806,602,E-Wallet,26258.44,P01,258
807,45,Credit Card,45746.73,P02,134
808,409,E-Wallet,23158.39,P02,96
809,297,Cash,45888.49,,348
810,304,Credit Card,7216.6,,78
811,158,Credit Card,10735.25,P01,180
812,876,Cash,13825.01,P01,295
813,811,Cash,36817.71,,312
814,13,E-Wallet,7584.95,,156
815,104,E-Wallet,20241.01,P02,178
816,958,Cash,48547.09,,54
817,703,E-Wallet,41015.47,P01,202
818,807,Credit Card,23397.95,,290
819,925,Credit Card,22954.26,P01,256
820,206,Credit Card,11796.74,P02,295
821,341,Cash,7048.14,P02,197
822,636,E-Wallet,21686.49,P01,6
823,51,E-Wallet,20293.7,P01,166
824,279,Cash,24460.84,,275
825,304,Credit Card,19161.77,P02,70
826,488,E-Wallet,37604.65,P02,330
827,587,Cash,42466.65,,20
828,84,Credit Card,7088.68,P01,334
829,660,Credit Card,22046.41,P02,7
830,792,Cash,14170.61,,24
831,952,E-Wallet,6430.44,P02,123
832,159,Cash,11736.63,,318
833,805,Credit Card,47333.24,P01,55
834,200,Cash,35198.71,,45
835,938,Credit Card,16488.17,P02,5
836,345,Cash,12951.67,P02,244
837,91,Credit Card,17020.76,,83
838,165,Cash,22802.1,,21
839,661,Credit Card,27679.84,P02,126
840,583,Credit Card,34777.64,P02,34
841,117,Cash,31996.76,P02,201
842,750,E-Wallet,11136.85,P01,267
843,979,Credit Card,24810.25,,298
844,421,Cash,18714.48,,213
845,635,Cash,35486.84,P01,363
846,519,Cash,5528.11,P02,25
847,987,Credit Card,25053.29,P02,280
848,491,Credit Card,43799.69,,183
849,23,Cash,14536.35,,203
850,491,E-Wallet,32693.05,,207
851,693,Credit Card,19262.74,,197
852,275,E-Wallet,25606.23,P01,74
853,299,Credit Card,33542.83,P01,305
854,898,E-Wallet,12601.19,P02,175
855,808,E-Wallet,6161.2,P01,244
856,659,Credit Card,13252.21,P02,206
857,240,E-Wallet,31600.46,,7
858,408,E-Wallet,13222.51,,333
859,43,Cash,7218.9,P02,163
860,525,Credit Card,17510.4,P02,39
861,775,Cash,6978.41,P02,12
862,732,E-Wallet,18038.96,P01,260
863,989,E-Wallet,44438.15,P01,293
864,406,Cash,45783.03,,89
865,630,E-Wallet,24800.63,P01,313
866,873,Credit Card,37617.38,P01,136
867,967,E-Wallet,31012.34,,332
868,206,Cash,43490.88,P01,351
869,956,E-Wallet,27491.12,,64
870,654,Cash,9251.18,P01,48
871,506,Cash,10026.86,P01,311
872,128,E-Wallet,21737.14,,76
873,914,Cash,39594.23,,6
874,127,Cash,36252.06,P02,320
875,947,Cash,45361.45,P02,15
876,410,Cash,37015.16,P02,114
877,418,Cash,7143.81,P01,289
878,154,Credit Card,49416.11,P02,359
879,390,E-Wallet,21762.46,,171
880,363,E-Wallet,13069.61,P02,112
881,404,Credit Card,34927.56,,158
882,5,Cash,38568.6,,15
883,799,Credit Card,5409.64,P01,288
884,831,E-Wallet,43532.6,,8
885,688,Cash,18318.37,P02,124
886,754,Credit Card,25303.13,P02,181
887,968,Credit Card,7747.94,,131
888,16,Credit Card,24912.04,P02,326
889,176,Credit Card,35144.15,P02,269
890,529,Cash,24446.55,P01,197
891,110,Cash,32396.72,P02,254
892,101,Credit Card,28408.76,P02,95
893,422,E-Wallet,16952.14,P01,257
894,439,Cash,28803.22,,123
895,856,Credit Card,27926.21,,309
896,491,E-Wallet,20705.14,P02,139
897,842,Credit Card,34802.1,P01,61
898,313,Cash,46162.93,P02,97
899,643,E-Wallet,5944.5,P01,251
900,826,Credit Card,42607.97,,52
901,436,Cash,36256.52,,360
902,946,Cash,29455.13,P01,68
903,911,Credit Card,36249.31,P01,58
904,900,Cash,31274.02,P02,143
905,56,Cash,7964.87,P01,338
906,176,Cash,48918.65,P02,161
907,486,Credit Card,21126.17,P02,221
908,506,Credit Card,16659.59,P01,326
909,430,Credit Card,48523.56,P01,103
910,37,Credit Card,19773.18,P01,187
911,350,Credit Card,37648.4,,104
912,575,Credit Card,25486.4,P02,364
913,248,Credit Card,27288.45,,239
914,464,Credit Card,35023.54,P01,42
915,50,Credit Card,45455.78,P01,202
916,755,Cash,34290.31,P01,140
917,355,E-Wallet,23298.76,P02,57
918,402,Cash,46359.06,,311
919,669,Cash,21561.19,P02,62
920,658,Cash,6812.94,P01,157
921,403,Cash,17945.62,,182
922,617,Credit Card,7905.23,,145
923,646,Cash,25360.37,P02,92
924,879,Credit Card,40809.19,P01,254
925,148,E-Wallet,28767.2,P02,320
926,193,Credit Card,48795.64,,5
927,513,E-Wallet,49747.73,P02,28
928,747,Credit Card,13491.2,,107
929,39,Cash,23596.37,P01,347
930,889,Cash,34404.48,P01,99
931,974,Credit Card,32661.11,,252
932,715,E-Wallet,7537.63,P01,74
933,731,Credit Card,8071.39,P02,181
934,986,Credit Card,48769.63,P01,67
935,635,Credit Card,20030.89,P01,206
936,344,E-Wallet,24445.83,P01,32
937,413,Credit Card,18480.73,P02,191
938,510,E-Wallet,39862.38,P02,340
939,536,E-Wallet,28642.39,P02,87
940,129,Credit Card,25536.73,,114
941,429,Credit Card,20056.48,P01,102
942,775,Credit Card,28891.75,P01,296
943,20,Credit Card,19759.33,P01,233
944,631,E-Wallet,49170.27,P01,236
945,36,E-Wallet,28565.72,P01,219
946,761,Credit Card,34121.53,P02,77
947,184,E-Wallet,24913.16,,186
948,964,Cash,25364.97,P02,107
949,797,Credit Card,13479.63,,198
950,477,Credit Card,18088.75,P02,217
951,716,E-Wallet,44457.48,,106
952,19,Credit Card,17440.13,P01,7
953,55,E-Wallet,25951.14,P01,197
954,610,E-Wallet,19939.95,P02,77
955,397,Cash,47577.64,P01,270
956,927,E-Wallet,26293.39,P02,191
957,921,Credit Card,11602.16,P02,297
958,532,Credit Card,37757.55,,34
959,602,E-Wallet,18600.2,P01,4
960,924,E-Wallet,43982.37,P02,284
961,254,E-Wallet,39032.5,P01,253
962,418,E-Wallet,20217.7,P02,245
963,601,Credit Card,38046.96,P02,163
964,2,Cash,36873.06,P01,102
965,666,E-Wallet,49602.79,P02,215
966,409,Credit Card,14565.84,P01,349
967,125,Cash,42613.84,P02,91
968,307,Cash,38553.88,,10
969,951,Credit Card,38745.68,P02,334
970,796,Cash,12875.03,P02,230
971,146,E-Wallet,36749.51,P02,79
972,423,E-Wallet,30670.85,,12
973,405,E-Wallet,37840.03,P02,36
974,899,Cash,11336.17,P02,65
975,439,E-Wallet,38902.82,P01,225
976,835,Cash,6766.72,,246
977,873,Credit Card,24159.85,,23
978,240,Credit Card,25886.13,P01,70
979,969,E-Wallet,26286.84,P01,349
980,236,E-Wallet,21687.38,P01,25
981,816,E-Wallet,32650.7,,3
982,192,E-Wallet,11156.01,P01,194
983,176,Cash,5380.76,P02,230
984,573,E-Wallet,24069.29,,113
985,507,Credit Card,31573.39,,97
986,796,E-Wallet,25797.25,P02,34
987,481,Credit Card,8660.22,P02,289
988,49,Credit Card,12990.46,P01,222
989,131,E-Wallet,28043.85,P02,82
990,669,Credit Card,36602.48,P02,124
991,645,E-Wallet,15448.95,P02,199
992,11,Credit Card,32871.65,P01,268
993,912,Cash,8726.66,P01,241
994,774,Credit Card,20229.52,P01,9
995,801,Credit Card,26004.7,P02,350
996,656,Credit Card,31502.34,,253
997,705,Cash,34575.8,P01,204
998,652,E-Wallet,45745.23,P02,208
999,164,E-Wallet,31213.07,P01,181
1000,580,E-Wallet,42972.73,P02,320
1001,198,Credit Card,45500.17,,364
1002,633,Cash,16294.26,,100
1003,905,Cash,43599.62,P01,17
1004,486,Credit Card,38952.68,P02,165
1005,648,Credit Card,21403.31,P01,8
1006,716,Credit Card,40051.29,P02,53
1007,458,E-Wallet,28503.64,P01,281
1008,632,Cash,24523.72,P01,198
1009,169,E-Wallet,13066.87,P02,17
1010,66,Cash,35099.26,P01,44
1011,860,E-Wallet,25963.15,,59
1012,212,E-Wallet,12397.57,P02,13
1013,692,Cash,34031.79,,58
1014,669,Cash,8821.54,P01,141
1015,119,E-Wallet,41012.72,P01,277
1016,52,E-Wallet,43671.78,P01,32
1017,992,Credit Card,47051.33,P02,351
1018,284,Credit Card,37733.12,,363
1019,95,Credit Card,25103.57,,304
1020,725,Credit Card,25147.16,,206
1021,851,Cash,37641.27,P01,231
1022,955,Cash,35631.05,P02,238
1023,878,Credit Card,12780.81,P01,136
1024,30,Credit Card,47893.83,P01,232
1025,581,Credit Card,15684.61,,288
1026,608,Credit Card,27556.3,P02,4
1027,205,Credit Card,31506.45,P02,149
1028,297,Cash,16726.91,P02,60
1029,768,Credit Card,43179.06,P01,52
1030,66,E-Wallet,11833.65,,256
1031,39,Credit Card,30424.03,P01,228
1032,707,E-Wallet,19673.0,P01,154
1033,189,Credit Card,16221.41,,100
1034,781,Cash,12236.47,,285
1035,726,Credit Card,26017.7,P02,316
1036,452,Credit Card,30060.41,,28
1037,809,Credit Card,47824.5,P02,33
1038,121,Cash,29985.91,P02,255
1039,291,Cash,21165.06,P01,95
1040,309,Cash,33645.47,,87
1041,124,Credit Card,25461.1,P01,304
1042,328,E-Wallet,39872.07,,224
1043,999,Cash,40904.11,P01,343
1044,171,Credit Card,30483.21,P01,253
1045,986,Credit Card,46603.35,P01,102
1046,61,Credit Card,35278.47,,90
1047,615,E-Wallet,36108.81,P02,302
1048,587,Cash,49778.47,P01,148
1049,394,Credit Card,42206.07,,8
1050,51,Cash,39994.94,,313
1051,294,Credit Card,32264.37,P02,181
1052,322,Credit Card,34032.2,,244
1053,258,E-Wallet,8314.91,P02,231
1054,749,Cash,36916.61,P02,67
1055,488,Cash,45517.94,,180
1056,221,Cash,34930.85,P01,218
1057,733,Credit Card,40871.69,,130
1058,668,Credit Card,8490.63,,346
1059,978,Credit Card,16035.34,P02,126
1060,117,Cash,14482.05,P02,13
1061,84,Credit Card,30080.1,P01,309
1062,653,Cash,5623.47,P01,256
1063,275,Cash,39274.08,,343
1064,401,E-Wallet,46448.87,P01,197
1065,509,Cash,47244.08,,208
1066,328,E-Wallet,44398.67,P01,351
1067,361,E-Wallet,7758.56,P02,166
1068,258,Credit Card,12236.25,P01,224
1069,736,Cash,23283.48,,41
1070,579,Credit Card,49519.43,,208
1071,639,Credit Card,32817.92,P02,190
1072,47,Credit Card,38841.96,P01,84
1073,225,Cash,13552.1,,23
1074,668,E-Wallet,5270.52,P01,332
1075,602,Cash,38713.82,,21
1076,260,Cash,21399.31,,199
1077,357,Credit Card,11301.8,P02,218
1078,553,E-Wallet,17914.23,P01,15
1079,573,E-Wallet,48150.61,,49
1080,751,Credit Card,47408.72,,299
1081,366,Cash,29837.81,,267
1082,148,Cash,42369.59,P02,281
1083,340,Cash,41090.81,P02,224
1084,937,Cash,21822.02,P02,313
1085,89,Credit Card,48532.52,P01,109
1086,662,Cash,28328.06,P01,267
1087,485,Cash,33993.29,P01,84
1088,472,E-Wallet,17367.06,,104
1089,639,E-Wallet,26393.22,,130
1090,729,Cash,46545.35,P02,143
1091,693,Cash,41373.73,P02,5
1092,743,Credit Card,48577.88,,77
1093,362,Cash,43566.02,,345
1094,392,E-Wallet,35014.89,P01,268
1095,929,Credit Card,27639.92,P02,199
1096,579,E-Wallet,45906.33,P02,107
1097,355,E-Wallet,34988.51,P01,224
1098,837,Credit Card,16286.04,P01,275
1099,430,E-Wallet,23727.93,,68
1100,923,Cash,45931.79,P01,242
1101,975,E-Wallet,43987.02,,234
1102,193,Cash,44813.63,,340
1103,414,Cash,23852.27,P01,170
1104,746,Cash,41083.1,,351
1105,239,Credit Card,39913.57,P02,253
1106,242,Credit Card,15511.24,P01,259
1107,934,E-Wallet,20419.78,,120
1108,754,E-Wallet,18572.4,,113
1109,746,Cash,28112.07,P01,255
1110,819,Credit Card,27044.21,P01,125
1111,731,Cash,44350.43,P02,172
1112,807,E-Wallet,16251.45,P02,76
1113,937,Credit Card,47802.27,P01,102
1114,732,E-Wallet,49157.36,P01,117
1115,21,Cash,40292.75,,69
1116,257,Credit Card,16638.98,P02,105
1117,751,Credit Card,38387.44,P01,42
1118,168,Credit Card,15619.83,P01,339
1119,133,Cash,30872.15,P01,63
1120,743,E-Wallet,47354.31,P02,269
1121,725,Credit Card,24519.57,,32
1122,320,E-Wallet,26396.38,,226
1123,979,Credit Card,45224.86,,300
1124,802,E-Wallet,12064.72,,112
1125,48,E-Wallet,29324.57,P02,257
1126,443,E-Wallet,13656.59,P01,16
1127,733,E-Wallet,29582.29,P01,326
1128,64,E-Wallet,15962.76,P01,238
1129,136,E-Wallet,21328.86,P01,337
1130,643,Cash,39343.26,P02,129
1131,228,Credit Card,47099.27,P02,284
1132,365,E-Wallet,18645.75,,95
1133,544,E-Wallet,7361.57,P02,337
1134,986,E-Wallet,13706.21,,138
1135,745,E-Wallet,47864.53,,310
1136,783,Credit Card,20326.92,P01,179
1137,683,E-Wallet,34619.27,P01,230
1138,627,Cash,11159.76,,8
1139,542,E-Wallet,14820.95,P01,242
1140,72,Cash,31677.03,,122
1141,379,Credit Card,40073.09,P02,305
1142,57,Credit Card,49012.5,P02,286
1143,416,Credit Card,26096.43,P01,183
1144,650,E-Wallet,40643.33,P02,327
1145,898,Credit Card,11478.26,,229
1146,649,E-Wallet,8224.22,P02,24
1147,188,Credit Card,35908.08,P01,246
1148,173,Cash,21340.41,P02,96
1149,655,Credit Card,33311.09,,365
1150,469,Cash,31406.86,P01,333
1151,352,Credit Card,40615.9,,219
1152,374,E-Wallet,12795.53,,24
1153,670,Cash,32323.39,P02,176
1154,861,Credit Card,6010.17,P01,40
1155,250,E-Wallet,30870.58,P02,105
1156,943,Credit Card,9519.08,,354
1157,258,E-Wallet,12753.76,P01,178
1158,287,Credit Card,31375.05,,194
1159,169,Cash,44595.19,,15
1160,714,Credit Card,46340.46,P02,132
1161,735,E-Wallet,22276.35,P01,166
1162,797,Credit Card,27643.86,,129
1163,31,Credit Card,14432.79,P01,52
1164,164,Credit Card,30329.05,P02,76
1165,542,E-Wallet,39567.7,P01,199
1166,644,Credit Card,18015.66,,84
1167,68,Cash,9355.86,,224
1168,132,Cash,19925.43,,6
1169,392,Cash,29281.38,,325
1170,777,Credit Card,13503.05,P02,131
1171,675,Credit Card,47220.28,P01,222
1172,862,Credit Card,15424.11,P02,274
1173,788,Cash,44320.35,P01,217
1174,445,Credit Card,16988.96,P01,239
1175,131,Cash,32317.41,P02,262
1176,510,Cash,15081.17,P02,223
1177,730,Cash,9505.38,,160
1178,820,Credit Card,30526.99,P02,54
1179,2,Credit Card,41878.41,,365
1180,821,E-Wallet,12495.25,P02,4
1181,59,E-Wallet,33861.66,P01,6
1182,500,Cash,41649.52,P02,72
1183,39,Cash,41102.21,P02,31
1184,746,Credit Card,34243.63,P02,216
1185,510,Credit Card,31257.63,P01,246
1186,740,Cash,12596.19,P02,157
1187,136,E-Wallet,37352.12,P01,319
1188,358,Credit Card,34710.05,,291
1189,904,Cash,25029.4,P01,165
1190,665,E-Wallet,8099.23,,285
1191,537,E-Wallet,5403.49,,64
1192,31,Credit Card,8098.18,P02,354
1193,453,Cash,34838.57,,260
1194,438,Credit Card,41183.94,P02,75
1195,912,Credit Card,10342.34,,27
1196,540,E-Wallet,23243.15,P02,237
1197,208,Cash,19592.67,,326
1198,220,E-Wallet,27412.48,P01,44
1199,964,Credit Card,43358.56,,176
1200,90,Credit Card,45173.48,,86
1201,269,Credit Card,11893.23,P01,361
1202,108,E-Wallet,23293.34,P02,308
1203,483,E-Wallet,12512.1,P01,345
1204,893,Cash,37790.57,,206
1205,387,Cash,16912.22,P02,328
1206,670,Credit Card,14088.44,P02,314
1207,306,Cash,49274.2,P02,221
1208,374,E-Wallet,6131.81,P02,181
1209,910,Cash,39032.31,P01,344
1210,849,Credit Card,8179.15,P02,54
1211,908,E-Wallet,13523.18,P01,190
1212,271,Cash,38410.53,,134
1213,67,Credit Card,44021.56,,285
1214,172,Credit Card,45675.21,,43
1215,423,E-Wallet,29117.9,P02,77
1216,73,Cash,40775.17,P01,345
1217,585,E-Wallet,32561.79,P02,214
1218,439,Credit Card,26764.7,P02,60
1219,824,Credit Card,46880.29,P01,142
1220,131,E-Wallet,19008.92,P02,120
1221,621,E-Wallet,38620.52,,158
1222,162,Cash,31923.37,,106
1223,666,Credit Card,25516.47,,339
1224,968,E-Wallet,23242.62,,63
1225,89,E-Wallet,16306.15,,42
1226,306,Credit Card,16425.09,P02,146
1227,786,Credit Card,38193.64,P02,62
1228,191,Cash,38878.9,,165
1229,124,E-Wallet,25762.55,P01,86
1230,744,E-Wallet,10396.19,,218
1231,117,Credit Card,8088.61,P01,259
1232,573,Credit Card,30148.32,P01,49
1233,381,E-Wallet,11510.03,P01,122
1234,326,Cash,21095.06,,2
1235,871,E-Wallet,13443.65,P02,234
1236,308,Cash,46491.89,P01,261
1237,26,E-Wallet,45161.61,P02,365
1238,937,E-Wallet,8180.95,P02,75
1239,286,Credit Card,46925.81,,215
1240,457,Credit Card,49232.7,P01,142
1241,854,E-Wallet,9520.39,P02,243
1242,728,Credit Card,18746.0,P01,261
1243,336,E-Wallet,36280.72,P01,99
1244,512,Cash,43463.21,P02,172
1245,770,Cash,48579.36,,119
1246,159,Credit Card,38591.02,P01,188
1247,109,Cash,37509.06,,289
1248,1,Cash,12114.32,P02,128
1249,39,Cash,38262.62,,122
1250,980,Cash,24798.38,P01,331
1251,993,Credit Card,32378.5,P01,114
1252,207,Credit Card,19975.49,P01,60
1253,527,Credit Card,22477.67,P02,189
1254,57,Cash,47389.34,P02,276
1255,547,Credit Card,46290.18,P02,190
1256,813,E-Wallet,34060.79,,151
1257,525,Cash,36264.62,,200
1258,570,Cash,9060.41,P02,322
1259,308,Cash,33097.46,,278
1260,570,Credit Card,9147.44,P01,43
1261,13,Credit Card,35779.7,,324
1262,988,Cash,29048.09,P02,346
1263,100,Credit Card,33213.16,P01,292
1264,495,Credit Card,48051.98,P02,188
1265,409,Cash,40911.31,P02,269
1266,879,E-Wallet,18143.12,P02,148
1267,809,E-Wallet,24053.13,,152
1268,503,Cash,41077.37,,174
1269,998,E-Wallet,19408.93,P02,189
1270,94,Cash,35969.24,P01,88
1271,435,E-Wallet,31000.38,P01,331
1272,433,Cash,22017.86,,283
1273,790,Credit Card,41286.87,,335
1274,564,Cash,36212.14,P02,31
1275,55,Cash,43629.23,,362
1276,23,Credit Card,16642.13,P02,140
1277,803,E-Wallet,42284.37,P01,8
1278,304,Credit Card,21850.01,,2
1279,310,Cash,9990.37,,23
1280,321,Credit Card,25607.37,,365
1281,760,Cash,20456.03,,128
1282,281,Credit Card,20946.26,P01,164
1283,607,Cash,25819.01,,47
1284,356,Credit Card,48909.27,P02,161
1285,189,Credit Card,32280.18,P01,260
1286,927,E-Wallet,24322.43,P01,319
1287,566,Credit Card,10066.73,,198
1288,708,E-Wallet,42305.17,P02,308
1289,773,E-Wallet,6026.59,P01,294
1290,549,Credit Card,39465.49,,17
1291,943,E-Wallet,25905.23,P01,143
1292,700,Cash,11783.2,P01,305
1293,107,Cash,9190.19,,98
1294,118,Cash,45092.96,P01,18
1295,341,Cash,42530.84,P02,70
1296,79,E-Wallet,6057.73,,228
1297,456,E-Wallet,40303.19,P01,30
1298,591,Cash,31916.36,P02,241
1299,137,E-Wallet,27279.8,P02,360
1300,951,Cash,39920.99,,285
1301,853,Cash,21414.42,P01,259
1302,956,E-Wallet,6129.39,P01,208
1303,525,E-Wallet,45836.76,P02,137
1304,451,Credit Card,32245.37,P02,108
1305,941,Credit Card,19176.05,P01,209
1306,964,E-Wallet,19749.47,P01,272
1307,535,Cash,31346.8,P01,233
1308,977,Credit Card,21240.59,P01,340
1309,800,Cash,34389.94,P02,172
1310,666,Cash,6054.26,P01,290
1311,82,E-Wallet,48476.84,P02,78
1312,970,Cash,39936.16,P01,176
1313,754,E-Wallet,35703.21,P01,214
1314,651,Cash,11689.63,P02,156
1315,43,Credit Card,46215.23,P01,256
1316,690,E-Wallet,24082.75,P02,298
1317,205,E-Wallet,45014.32,,313
1318,552,Credit Card,20725.41,P02,354
1319,436,Cash,11718.89,,161
1320,134,Credit Card,27927.01,,276
1321,652,Credit Card,48780.91,P02,349
1322,389,Cash,19637.07,P02,148
1323,276,E-Wallet,22670.29,P01,130
1324,698,Credit Card,46504.52,P01,154
1325,803,Cash,34637.04,,333
1326,424,Credit Card,33162.57,,35
1327,458,Credit Card,27066.28,P01,189
1328,334,Credit Card,36034.7,P02,1
1329,216,Credit Card,48509.11,P01,115
1330,529,Cash,43699.8,P01,132
1331,875,E-Wallet,32055.67,,100
1332,311,Credit Card,44474.62,P01,303
1333,672,Credit Card,49448.19,,160
1334,212,Cash,34867.5,P02,179
1335,826,E-Wallet,6645.38,P01,261
1336,162,Credit Card,29949.82,P01,263
1337,890,Cash,26177.39,P02,341
1338,913,Credit Card,8191.2,P02,82
1339,44,Credit Card,22686.41,P02,77
1340,551,Credit Card,11466.83,P02,69
1341,66,E-Wallet,47489.95,,294
1342,826,E-Wallet,29524.09,P02,71
1343,185,Cash,42940.25,,142
1344,796,E-Wallet,39215.84,,340
1345,849,E-Wallet,8023.77,P01,106
1346,718,Credit Card,28651.48,P01,181
1347,732,E-Wallet,44843.29,P01,363
1348,184,Cash,17394.45,,96
1349,640,E-Wallet,40926.48,P01,294
1350,220,E-Wallet,29367.84,,128
1351,382,Credit Card,16056.41,P02,267
1352,312,Credit Card,12978.09,P02,353
1353,62,Credit Card,19963.57,P02,254
1354,205,Credit Card,8269.12,P02,52
1355,238,Credit Card,17347.1,P01,94
1356,791,Cash,32900.58,,52
1357,248,Cash,28139.61,,122
1358,675,Cash,38891.55,P02,82
1359,106,Cash,14458.38,,137
1360,667,Cash,9220.49,,254
1361,441,E-Wallet,24757.41,,242
1362,783,E-Wallet,23714.03,P01,92
1363,123,Cash,26003.94,,362
1364,425,E-Wallet,20226.95,,156
1365,283,E-Wallet,12421.24,P02,40
1366,358,Cash,48985.4,P01,256
1367,15,E-Wallet,25645.15,,228
1368,317,E-Wallet,43050.26,P02,215
1369,417,Credit Card,6921.13,P01,45
1370,174,Credit Card,13821.29,P02,305
1371,97,E-Wallet,15377.82,P02,125
1372,398,E-Wallet,23175.85,P02,338
1373,459,E-Wallet,8673.48,P02,208
1374,610,E-Wallet,6504.17,P01,240
1375,282,Credit Card,7375.81,P02,207
1376,202,Cash,10382.17,P02,43
1377,878,Credit Card,14493.4,P01,35
1378,481,E-Wallet,16710.72,P02,291
1379,270,Credit Card,11395.41,P02,187
1380,63,E-Wallet,10570.47,,130
1381,858,Cash,18374.26,P02,313
1382,141,Credit Card,6439.18,P01,125
1383,647,Cash,23592.0,,211
1384,404,E-Wallet,20099.95,,328
1385,688,Credit Card,47158.13,,13
1386,694,E-Wallet,46078.85,P02,312
1387,244,Credit Card,37095.08,P02,227
1388,879,E-Wallet,26262.79,P01,159
1389,740,Credit Card,5693.33,P02,363
1390,106,E-Wallet,15174.85,P01,344
1391,516,Credit Card,49703.38,P02,357
1392,607,Cash,7484.73,P02,322
1393,527,Cash,17093.91,P01,117
1394,307,Cash,33039.16,P02,345
1395,355,Cash,40094.23,P02,69
1396,671,E-Wallet,48875.58,P02,245
1397,100,Credit Card,10920.62,,131
1398,847,E-Wallet,45982.47,P01,363
1399,685,Credit Card,43660.93,P01,195
1400,854,Cash,31933.75,,85
1401,927,Cash,44265.68,,277
1402,702,Cash,42834.61,P01,106
1403,137,Credit Card,30973.35,,64
1404,783,Cash,21963.3,,214
1405,674,E-Wallet,48544.69,P01,95
1406,825,Credit Card,24040.84,,108
1407,881,Cash,26582.77,P01,363
1408,190,Credit Card,40527.72,P01,200
1409,301,Cash,45534.16,,306
1410,63,E-Wallet,30670.86,P01,126
1411,518,E-Wallet,38048.49,P01,299
1412,52,E-Wallet,14575.04,,144
1413,464,Cash,48333.75,P02,116
1414,756,E-Wallet,46203.15,P01,17
1415,843,Credit Card,45972.37,P01,77
1416,140,Cash,23985.43,P02,346
1417,390,E-Wallet,44059.56,P02,53
1418,586,Credit Card,33752.19,P01,363
1419,224,E-Wallet,40669.5,P02,35
1420,11,Credit Card,11539.05,P02,94
1421,871,Cash,22641.45,P01,244
1422,771,Cash,15230.05,P01,294
1423,78,Credit Card,33136.79,P02,71
1424,118,Credit Card,18507.81,,86
1425,508,Cash,25227.94,P02,144
1426,313,Credit Card,35204.95,P02,180
1427,157,Credit Card,6367.65,P02,338
1428,929,Cash,45063.31,P01,31
1429,566,Credit Card,39286.88,P02,226
1430,132,Credit Card,14065.95,P02,216
1431,208,Credit Card,43569.91,P02,229
1432,974,Credit Card,48714.36,P02,44
1433,223,Cash,48007.78,P01,153
1434,72,Cash,23061.23,,142
1435,611,Cash,26004.23,P02,99
1436,969,Credit Card,14203.56,P01,74
1437,684,Cash,31672.04,P02,234
1438,122,Cash,44156.26,P02,159
1439,453,E-Wallet,8533.77,,259
1440,42,Cash,16326.33,,161
1441,592,E-Wallet,48395.33,P02,189
1442,406,E-Wallet,33684.78,,39
1443,488,E-Wallet,13280.35,,123
